semantic_object,object_vlm_type,material_id,canonical_name,candidate_vlm_type_norm,material_type_norm,absorption_level,alpha_mid,alpha_high,source_group,source_material_name,a125,a250,a500,a1000,a2000,a4000,a8000,sampling_policy
bathroom_kitchen_ceramic,appliance_metal_ceramic,carpet_1.35_kg_m2,"carpet 1.35 kg/m2, on hair felt or foam rubber",floor,carpet_floor_absorber,highly_absorptive,0.6567,0.72,pyroom,carpet_1.35_kg_m2,0.08,0.24,0.57,0.69,0.71,0.73,0.0,Use ceramic/tile-like hard_masonry_reflective for bathroom/kitchen tile. Sink/bathtub can be metal_reflective.
bathroom_kitchen_ceramic,appliance_metal_ceramic,carpet_cotton,cotton carpet,floor,carpet_floor_absorber,highly_absorptive,0.6533,0.56,pyroom,carpet_cotton,0.07,0.31,0.49,0.81,0.66,0.54,0.48,Use ceramic/tile-like hard_masonry_reflective for bathroom/kitchen tile. Sink/bathtub can be metal_reflective.
bathroom_kitchen_ceramic,appliance_metal_ceramic,panel_fabric_covered_6pcf,"fabric-covered panel, 6 pcf rockwool core",wall,fabric_textile_absorber,highly_absorptive,1.0,1.0,pyroom,panel_fabric_covered_6pcf,0.46,0.93,1.0,1.0,1.0,1.0,1.0,Use ceramic/tile-like hard_masonry_reflective for bathroom/kitchen tile. Sink/bathtub can be metal_reflective.
bathroom_kitchen_ceramic,appliance_metal_ceramic,panel_fabric_covered_8pcf,"fabric-covered panel, 8 pcf rockwool core",wall,fabric_textile_absorber,highly_absorptive,0.99,0.9767,pyroom,panel_fabric_covered_8pcf,0.21,0.66,1.0,1.0,0.97,0.98,0.98,Use ceramic/tile-like hard_masonry_reflective for bathroom/kitchen tile. Sink/bathtub can be metal_reflective.
bathroom_kitchen_ceramic,appliance_metal_ceramic,fibre_absorber_1,"fibre absorber, mineral fibre, 20 mm thick, 3.4 kg/m2, 50 mm cavity",wall,porous_fiber_absorber,highly_absorptive,0.7967,0.615,pyroom,fibre_absorber_1,0.2,0.56,0.82,0.87,0.7,0.53,0.0,Use ceramic/tile-like hard_masonry_reflective for bathroom/kitchen tile. Sink/bathtub can be metal_reflective.
bathroom_kitchen_ceramic,appliance_metal_ceramic,acoustic_treatment_gypsum_board,"gypsum board, perforation 19.6%, hole diameter 15 mm, backed by fibrous web 12 Rayl, 100 mm cavity filled with mineral fibre mat 1,05 kg/m2, 7,5 Rayl",floor,carpet_floor_absorber,highly_absorptive,0.8233,0.64,pyroom,gypsum_board,0.3,0.69,1.0,0.81,0.66,0.62,0.0,Use ceramic/tile-like hard_masonry_reflective for bathroom/kitchen tile. Sink/bathtub can be metal_reflective.
bathroom_kitchen_ceramic,appliance_metal_ceramic,carpet_tufted_9.5mm,"loop pile tufted carpet, 1.4 kg/m2, 9.5 mm pile height: On hair pad, 3.0 kg/m2",floor,carpet_floor_absorber,highly_absorptive,0.65,0.755,pyroom,carpet_tufted_9.5mm,0.1,0.4,0.62,0.7,0.63,0.88,0.0,Use ceramic/tile-like hard_masonry_reflective for bathroom/kitchen tile. Sink/bathtub can be metal_reflective.
bathroom_kitchen_ceramic,appliance_metal_ceramic,acoustic_treatment_perforated_veneered_chipboard,"perforated veneered chipboard, 50 mm, 1 mm holes, 3 mm spacing, 9% hole surface ratio, 150 mm cavity filled with 30 mm mineral wool",wall,porous_fiber_absorber,highly_absorptive,0.6167,0.515,pyroom,perforated_veneered_chipboard,0.41,0.67,0.58,0.59,0.68,0.35,0.0,Use ceramic/tile-like hard_masonry_reflective for bathroom/kitchen tile. Sink/bathtub can be metal_reflective.
bathroom_kitchen_ceramic,appliance_metal_ceramic,rockwool_50mm_40kgm3,"rockwool thickness = 50 mm, 40 kg/m3",wall,porous_fiber_absorber,highly_absorptive,0.86,0.86,pyroom,rockwool_50mm_40kgm3,0.23,0.59,0.86,0.86,0.86,0.86,0.86,Use ceramic/tile-like hard_masonry_reflective for bathroom/kitchen tile. Sink/bathtub can be metal_reflective.
bathroom_kitchen_ceramic,appliance_metal_ceramic,rockwool_50mm_80kgm3,"rockwool thickness = 50 mm, 80 kg/m3",wall,porous_fiber_absorber,highly_absorptive,0.9,0.88,pyroom,rockwool_50mm_80kgm3,0.22,0.6,0.92,0.9,0.88,0.88,0.88,Use ceramic/tile-like hard_masonry_reflective for bathroom/kitchen tile. Sink/bathtub can be metal_reflective.
bathroom_kitchen_ceramic,appliance_metal_ceramic,panel_fiberglass_board_100_mm,"Fiberglass board, 100 mm",floor,carpet_floor_absorber,highly_absorptive,0.99,0.98,acoustic_supplies,Fiberglass board (100 mm),0.99,0.99,0.99,0.99,0.99,0.97,0.0,Use ceramic/tile-like hard_masonry_reflective for bathroom/kitchen tile. Sink/bathtub can be metal_reflective.
bathroom_kitchen_ceramic,appliance_metal_ceramic,panel_fiberglass_board_25_mm,"Fiberglass board, 25 mm",floor,carpet_floor_absorber,highly_absorptive,0.8333,0.965,acoustic_supplies,Fiberglass board (25 mm),0.06,0.2,0.65,0.9,0.95,0.98,0.0,Use ceramic/tile-like hard_masonry_reflective for bathroom/kitchen tile. Sink/bathtub can be metal_reflective.
human_person,human_audience,audience_floor,"audience floor, 2 layers, 33 mm on sleepers over concrete",human_audience,human_audience_absorber,reflective,0.05,0.045,pyroom,audience_floor,0.09,0.06,0.05,0.05,0.05,0.04,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,ptb_0441_wood_audience_floor_2_layers_33_mm_on_sleeper,"Wood, audience floor, 2 layers, 33 mm on sleepers over concrete",human_audience,human_audience_absorber,reflective,0.05,0.045,ptb,"PTB No. 441: Wood, audience floor, 2 layers, 33 mm on sleepers over concrete",0.09,0.06,0.05,0.05,0.05,0.04,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,ptb_0465_holzst_hle_ohne_polster,Holzstühle ohne Polster,human_audience,human_audience_absorber,semi_reflective,0.1133,0.12,ptb,PTB No. 465: Holzstühle ohne Polster,0.05,0.08,0.1,0.12,0.12,0.12,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,ptb_0463_kirchenb_nke_ohne_podest_und_polster,Kirchenbänke ohne Podest und Polster,human_audience,human_audience_absorber,semi_reflective,0.1933,0.2,ptb,PTB No. 463: Kirchenbänke ohne Podest und Polster,0.1,0.15,0.18,0.2,0.2,0.2,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,ptb_0494_leather_arm_chair_p,Leather arm chair (P),human_audience,human_audience_absorber,semi_reflective,0.2967,0.2533,ptb,PTB No. 494: Leather arm chair (P),0.2,0.25,0.29,0.31,0.29,0.25,0.22,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,ptb_0500_stage,stage,human_audience,human_audience_absorber,semi_reflective,0.1033,0.2133,ptb,PTB No. 500: stage,0.21,0.09,0.08,0.07,0.16,0.23,0.25,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,seating_benches_wooden_two_thirds_occupied,"Benches, wooden, two thirds occupied",human_audience,human_audience_absorber,absorptive,0.52,0.545,acoustic_supplies,"Benches (wooden, 2/3 occupied)",0.37,0.4,0.47,0.53,0.56,0.53,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,human_people_adults_per_0_1_person,"People, adults per 0.1 person",human_audience,human_audience_absorber,absorptive,0.46,0.5,acoustic_supplies,People – adults (per 0.1 person),0.25,0.35,0.42,0.46,0.5,0.5,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,human_people_elementary_students_per_0_1_person,"People, elementary students per 0.1 person",human_audience,human_audience_absorber,absorptive,0.3167,0.35,acoustic_supplies,People – elementary students (per 0.1 person),0.18,0.23,0.28,0.32,0.35,0.35,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,human_people_high_school_students_per_0_1_person,"People, high school students per 0.1 person",human_audience,human_audience_absorber,absorptive,0.4167,0.45,acoustic_supplies,People – high school students (per 0.1 person),0.22,0.3,0.38,0.42,0.45,0.45,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,seating_theatre_seats_wood_two_thirds_occupied,"Theatre seats, wood, two thirds occupied",human_audience,human_audience_absorber,absorptive,0.4567,0.545,acoustic_supplies,"Theatre seats (wood, 2/3 occupied)",0.34,0.21,0.28,0.53,0.56,0.53,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,ptb_0460_besetztes_gest_hl_mittelwerte_f_r_kirchen_0_7,"Besetztes Gestühl, Mittelwerte für Kirchen, 0,7 Pers./m²",human_audience,human_audience_absorber,absorptive,0.5333,0.625,ptb,"PTB No. 460: Besetztes Gestühl, Mittelwerte für Kirchen, 0,7 Pers./m²",0.1,0.2,0.4,0.55,0.65,0.6,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,ptb_0489_chairs_lightly_upholstered_concert_hall_chair,"Chairs, lightly upholstered concert hall chairs, average.",human_audience,human_audience_absorber,absorptive,0.59,0.57,ptb,"PTB No. 489: Chairs, lightly upholstered concert hall chairs, average.",0.35,0.45,0.57,0.61,0.59,0.55,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,ptb_0483_empty_chairs_upholstered_with_leather_cover,"Empty chairs, upholstered with leather cover",human_audience,human_audience_absorber,absorptive,0.59,0.5267,ptb,"PTB No. 483: Empty chairs, upholstered with leather cover",0.4,0.5,0.58,0.61,0.58,0.5,0.5,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,audience_orchestra_choir,"areas with audience, orchestra or choir including narrow aisles",human_audience,human_audience_absorber,highly_absorptive,0.9233,0.8767,pyroom,audience_orchestra_choir,0.6,0.74,0.88,0.96,0.93,0.85,0.85,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,audience_0.72_m2,"audience area, 0.72 persons / m2",human_audience,human_audience_absorber,highly_absorptive,0.6033,0.73,pyroom,audience_0.72_m2,0.1,0.21,0.41,0.65,0.75,0.71,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,audience_1_m2,"audience area, 1 person / m2",human_audience,human_audience_absorber,highly_absorptive,0.7567,0.91,pyroom,audience_1_m2,0.16,0.29,0.55,0.8,0.92,0.9,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,audience_1.5_m2,"audience area, 1.5 persons / m2",human_audience,human_audience_absorber,highly_absorptive,0.8833,0.99,pyroom,audience_1.5_m2,0.22,0.38,0.71,0.95,0.99,0.99,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,audience_2_m2,"audience area, 2 persons / m2",human_audience,human_audience_absorber,highly_absorptive,0.95,0.99,pyroom,audience_2_m2,0.26,0.46,0.87,0.99,0.99,0.99,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,audience_upholstered_chairs_1,"audience in moderately upholstered chairs 0,85 m × 0,63 m",human_audience,human_audience_absorber,highly_absorptive,0.9267,0.905,pyroom,audience_upholstered_chairs_1,0.72,0.82,0.91,0.93,0.94,0.87,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,audience_upholstered_chairs_2,"audience in moderately upholstered chairs 0,90 m × 0,55 m",human_audience,human_audience_absorber,highly_absorptive,0.8667,0.885,pyroom,audience_upholstered_chairs_2,0.55,0.86,0.83,0.87,0.9,0.87,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,audience_wooden_chairs_1_m2,"audience on wooden chairs, 1 per m2",human_audience,human_audience_absorber,highly_absorptive,0.6867,0.79,pyroom,audience_wooden_chairs_1_m2,0.16,0.24,0.56,0.69,0.81,0.78,0.78,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,audience_wooden_chairs_2_m2,"audience on wooden chairs, 2 per m2",human_audience,human_audience_absorber,highly_absorptive,0.9067,0.9,pyroom,audience_wooden_chairs_2_m2,0.24,0.4,0.78,0.98,0.96,0.87,0.87,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,human_orchestra_1.5_m2,"orchestra with instruments on podium, 1.5 m2 per person",human_audience,human_audience_absorber,highly_absorptive,0.8233,0.8233,pyroom,orchestra_1.5_m2,0.27,0.53,0.67,0.93,0.87,0.8,0.8,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,seating_benches_cushioned_seats_and_backs_fully_occupied,"Benches, cushioned seats and backs, fully occupied",human_audience,human_audience_absorber,highly_absorptive,0.8267,0.81,acoustic_supplies,"Benches (cushioned seats & backs, fully occupied)",0.5,0.64,0.76,0.86,0.86,0.76,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,seating_benches_cushioned_seats_and_backs_two_thirds_occupied,"Benches, cushioned seats and backs, two thirds occupied",human_audience,human_audience_absorber,highly_absorptive,0.6967,0.695,acoustic_supplies,"Benches (cushioned seats & backs, 2/3 occupied)",0.44,0.56,0.65,0.72,0.72,0.67,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,seating_benches_wooden_fully_occupied,"Benches, wooden, fully occupied",human_audience,human_audience_absorber,highly_absorptive,0.74,0.78,acoustic_supplies,"Benches (wooden, fully occupied)",0.5,0.56,0.66,0.76,0.8,0.76,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,seating_seats_fabric_upholstered_fully_occupied,"Seats, fabric-upholstered, fully occupied",human_audience,human_audience_absorber,highly_absorptive,0.9233,0.89,acoustic_supplies,"Seats (fabric-upholstered, fully occupied)",0.6,0.74,0.88,0.96,0.93,0.85,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
human_person,human_audience,seating_theatre_seats_wood_fully_occupied,"Theatre seats, wood, fully occupied",human_audience,human_audience_absorber,highly_absorptive,0.6533,0.78,acoustic_supplies,"Theatre seats (wood, fully occupied)",0.5,0.3,0.4,0.76,0.8,0.76,0.0,"For one or a few people, use person/human proxy if available; for crowds/audience use audience materials."
plant,plant_outdoor_ground,surface_water_or_ice_surface,Water or ice surface,plant_outdoor_ground,natural_outdoor_surface,reflective,0.016,0.0225,acoustic_supplies,Water or ice surface,0.008,0.008,0.013,0.015,0.02,0.025,0.0,Ignore small indoor plants in MVP; use foliage only for large plants or outdoor scenes.
acoustic_panel_treatment,acoustic_treatment,ceiling_plasterboard,plasterboard ceiling on battens with large air-space above,ceiling,thin_panel_resonant,reflective,0.0733,0.03,pyroom,ceiling_plasterboard,0.2,0.15,0.1,0.08,0.04,0.02,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,ceiling_plaster_gypsum_or_lime_on_masonry,"Plaster, gypsum or lime on masonry",ceiling,carpet_floor_absorber,reflective,0.03,0.045,acoustic_supplies,"Plaster (gypsum or lime, on masonry)",0.01,0.02,0.02,0.03,0.04,0.05,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,ceiling_plaster_gypsum_or_lime_rough_finish_or_timber_lath,"Plaster, gypsum or lime, rough finish or timber lath",ceiling,carpet_floor_absorber,reflective,0.05,0.04,acoustic_supplies,"Plaster (gypsum or lime, rough finish or timber lath)",0.14,0.1,0.06,0.05,0.04,0.04,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,ceiling_plasterboard_12_mm_in_suspended_grid,"Plasterboard, 12 mm in suspended grid",ceiling,carpet_floor_absorber,reflective,0.05,0.075,acoustic_supplies,Plasterboard (12 mm in suspended grid),0.15,0.11,0.04,0.04,0.07,0.08,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_vinyl_plastic_plexiglass_flex_acoustics_aqtube_77635e,"Flex Acoustics - AqTube - Configuration: off, 3 samples in lines in an array in a frame",acoustic_treatment,glass_reflective,reflective,0.0333,0.075,odeon,AqTube,0.0,0.0,0.0,0.05,0.05,0.1,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_vinyl_plastic_plexiglass_flex_acoustics_evoke_0d6239,Flex Acoustics - Evoke - Configuration: Acoustic variable module in closed condition - Mounting depth [mm]: 400 - Use: 90mm mineral wool with acoustic linen on both sides,acoustic_treatment,porous_fiber_absorber,reflective,0.05,0.05,odeon,Evoke,0.2,0.1,0.05,0.05,0.05,0.05,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_gypsum_knauf_belgravia_28c4da,Knauf - Belgravia - NRC: 0.05 - Use: All suspension without mineral wool,acoustic_treatment,perforated_panel_absorber,reflective,0.0667,0.05,odeon,Belgravia,0.4,0.2,0.1,0.05,0.05,0.05,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_gypsum_knauf_belgravia_e_fdb7ad,Knauf - Belgravia+ (E+) - NRC: 0.05 - Use: All suspension without mineral wool,acoustic_treatment,perforated_panel_absorber,reflective,0.0667,0.05,odeon,Belgravia+ (E+),0.4,0.2,0.1,0.05,0.05,0.05,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_gypsum_knauf_contrapanel_5a7ec1,Knauf - Contrapanel - NRC: 0.05 - Use: All suspension without mineral wool,acoustic_treatment,perforated_panel_absorber,reflective,0.0667,0.05,odeon,Contrapanel,0.4,0.2,0.1,0.05,0.05,0.05,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_gypsum_knauf_contur_600175,Knauf - Contur+ - NRC: 0.05 - Use: All suspension without mineral wool,acoustic_treatment,perforated_panel_absorber,reflective,0.0667,0.05,odeon,Contur+,0.4,0.2,0.1,0.05,0.05,0.05,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_gypsum_knauf_corridor_e30e4a,Knauf - Corridor - NRC: 0.05 - Use: All suspension without mineral wool,acoustic_treatment,perforated_panel_absorber,reflective,0.0667,0.05,odeon,Corridor,0.4,0.2,0.1,0.05,0.05,0.05,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_gypsum_knauf_danotile_a_675fc6,Knauf - DANOtile (A) - NRC: 0.05 - Use: All suspension without mineral wool,acoustic_treatment,perforated_panel_absorber,reflective,0.0667,0.05,odeon,DANOtile (A),0.4,0.2,0.1,0.05,0.05,0.05,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_gypsum_knauf_danotile_xtra_a_e5f0a6,Knauf - DANOtile Xtra (A) - NRC: 0.05 - Use: All suspension without mineral wool,acoustic_treatment,perforated_panel_absorber,reflective,0.0667,0.05,odeon,DANOtile Xtra (A),0.4,0.2,0.1,0.05,0.05,0.05,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_gypsum_knauf_plaza_a_00e67d,Knauf - Plaza+ (A+) - NRC: 0.05 - Use: All suspension without mineral wool,acoustic_treatment,perforated_panel_absorber,reflective,0.0667,0.05,odeon,Plaza+ (A+),0.4,0.2,0.1,0.05,0.05,0.05,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_gypsum_knauf_visona_6750b4,Knauf - Visona - NRC: 0.05 - Use: All suspension without mineral wool,acoustic_treatment,perforated_panel_absorber,reflective,0.0667,0.05,odeon,Visona,0.4,0.2,0.1,0.05,0.05,0.05,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,ceiling_wood_tongue_and_groove_roof_decking,Wood tongue-and-groove roof decking,ceiling,carpet_floor_absorber,semi_reflective,0.1167,0.115,acoustic_supplies,Wood tongue-and-groove roof decking,0.24,0.19,0.14,0.08,0.13,0.1,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_mineral_wool_ecophon_ecophon_focus_ds_gamma_ce0b7d,Ecophon - Focus Ds/gamma - Configuration: 200 mm overall depth of construction - Absorption class: E,acoustic_treatment,porous_fiber_absorber,semi_reflective,0.2833,0.25,odeon,Focus Ds/gamma,0.5,0.25,0.2,0.4,0.25,0.25,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_mineral_wool_ecophon_ecophon_master_rigid_dp_gamma_20_mm_e4a30d,Ecophon - Master Rigid Dp / gamma 20 mm - Configuration: 200 mm overall depth of construction - Absorption class: E,acoustic_treatment,porous_fiber_absorber,semi_reflective,0.2333,0.175,odeon,Master Rigid Dp / gamma 20 mm,0.4,0.25,0.15,0.35,0.2,0.15,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_mineral_wool_ecophon_ecophon_master_rigid_e_gamma_20_mm_a8bc15,Ecophon - Master Rigid E / gamma 20 mm - Configuration: 200 mm overall depth of construction - Absorption class: E,acoustic_treatment,porous_fiber_absorber,semi_reflective,0.25,0.2,odeon,Master Rigid E / gamma 20 mm,0.45,0.3,0.2,0.35,0.2,0.2,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_mineral_wool_rockfon_rockfon_sonar_bas_8c6ab9,ROCKFON - Sonar Bas - Thickness [mm]: 20 - ISO_Class: E,acoustic_treatment,porous_fiber_absorber,semi_reflective,0.1833,0.225,odeon,Sonar Bas,0.35,0.25,0.15,0.15,0.25,0.2,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_wood_vicoustic_vicoustic_multifuser_dc_2_e4b718,Vicoustic - Multifuser DC 2 - Thickness [cm]: 14.7 - ISO_Class: E,acoustic_treatment,wood_panel,semi_reflective,0.2833,0.205,odeon,Multifuser DC 2,0.02,0.09,0.18,0.4,0.27,0.14,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_wood_vicoustic_vicoustic_multifuser_dc_2_3ecdd0,Vicoustic - Multifuser DC 2 - manufacturer absorption,acoustic_treatment,wood_panel,semi_reflective,0.2833,0.205,odeon,Multifuser DC 2,0.02,0.09,0.18,0.4,0.27,0.14,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_wood_vicoustic_vicoustic_poly_wood_fuser_cherry_fe90b0,Vicoustic - Poly Wood Fuser Cherry - Thickness [cm]: 13.7 - ISO_Class: E,acoustic_treatment,wood_panel,semi_reflective,0.2033,0.105,odeon,Poly Wood Fuser Cherry,0.34,0.27,0.31,0.19,0.11,0.1,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_wood_vicoustic_vicoustic_poly_wood_fuser_cherry_970f66,Vicoustic - Poly Wood Fuser Cherry - manufacturer absorption,acoustic_treatment,wood_panel,semi_reflective,0.2033,0.105,odeon,Poly Wood Fuser Cherry,0.34,0.27,0.31,0.19,0.11,0.1,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_wood_vicoustic_vicoustic_poly_wood_fuser_nordik_light_brown_6aae55,Vicoustic - Poly Wood Fuser Nordik / Light Brown - Thickness [cm]: 13.7 - ISO_Class: E,acoustic_treatment,wood_panel,semi_reflective,0.2733,0.15,odeon,Poly Wood Fuser Nordik / Light Brown,0.45,0.51,0.37,0.28,0.17,0.13,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_wood_vicoustic_vicoustic_poly_wood_fuser_nordik_light_brown_073cc7,Vicoustic - Poly Wood Fuser Nordik / Light Brown - manufacturer absorption,acoustic_treatment,wood_panel,semi_reflective,0.2733,0.15,odeon,Poly Wood Fuser Nordik / Light Brown,0.45,0.51,0.37,0.28,0.17,0.13,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_wood_vicoustic_vicoustic_poly_wood_fuser_white_black_0bca23,Vicoustic - Poly Wood Fuser White / Black - Thickness [cm]: 13.7 - ISO_Class: E,acoustic_treatment,wood_panel,semi_reflective,0.26,0.13,odeon,Poly Wood Fuser White / Black,0.46,0.48,0.37,0.27,0.14,0.12,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_wood_vicoustic_vicoustic_poly_wood_fuser_white_black_7f2878,Vicoustic - Poly Wood Fuser White / Black - manufacturer absorption,acoustic_treatment,wood_panel,semi_reflective,0.26,0.13,odeon,Poly Wood Fuser White / Black,0.46,0.48,0.37,0.27,0.14,0.12,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_wood_vicoustic_vicoustic_pulsar_fuser_da_8f5199,Vicoustic - Pulsar Fuser DA - manufacturer absorption,acoustic_treatment,wood_panel,semi_reflective,0.2633,0.65,odeon,Pulsar Fuser DA,0.01,0.04,0.06,0.16,0.57,0.73,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_wood_vicoustic_vicoustic_trap_fuser_premium_534f6f,Vicoustic - Trap Fuser Premium - Thickness [cm]: 16.9 - ISO_Class: E,acoustic_treatment,wood_panel,semi_reflective,0.24,0.185,odeon,Trap Fuser Premium,0.1,0.17,0.26,0.26,0.2,0.17,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,ceiling_metal_panel,"metal panel ceiling, backed by 20 mm Sillan acoustic tiles, panel width 85 mm, panel spacing 15 mm, cavity 35 cm",ceiling,acoustic_ceiling_panel,absorptive,0.58,0.25,pyroom,ceiling_metal_panel,0.59,0.8,0.82,0.65,0.27,0.23,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,microperforated_glass_sheets,"microperforated glass sheets, 5 mm cavity",acoustic_treatment,perforated_panel_absorber,absorptive,0.4167,0.075,pyroom,microperforated_glass_sheets,0.1,0.45,0.85,0.3,0.1,0.05,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
